Level One - Lesson 8 Assignment: Development Progress Check-in (1475),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 10 Assignment: User Research (1458),PAP-2022-Summer-L1-G1,Practice,0
Level One - Lesson 12 Assignment: Final Presentation (1461),PAP-2022-Summer-L1-G1,Practice,20
Level One - Lesson 13 Assignment: Your HTML (1462),PAP-2022-Summer-L1-G1,Practice,10
Level Two - Lesson 3 Assignment: Terminus Quiz (1480),PAP-2022-Summer-L1-G1,Quiz,0
Level One - Lesson 15 Quiz  (1451),PAP-2022-Summer-L1-G1,Quiz,10
Level Two - Lesson 7 Quiz: Formatting Text (1446),PAP-2022-Summer-L1-G1,Quiz,10
Level One - Lesson 14: Assignment (1463),PAP-2022-Summer-L1-G1,Practice,0
Level Two-Lesson 5 Quiz: Intro To HTML (1452),PAP-2022-Summer-L1-G1,Quiz,10
Level Two - Lesson 6 Quiz: Intro to CSS (1450),PAP-2022-Summer-L1-G1,Quiz,10
Level Two - Lesson 8 Quiz: The Box Model (1447),PAP-2022-Summer-L1-G1,Quiz,10
Level Two - Lesson 9 Quiz: Layout (1445),PAP-2022-Summer-L1-G1,Quiz,10
Level Two-Lesson 12: Final Exam (1453),PAP-2022-Summer-L1-G1,Exam,40
Level Two - Lesson 12: Cumulative Resource Response (1478),PAP-2022-Summer-L1-G1,Practice,0
Level One - Lesson 3: Quiz  (1516),PAP-2022-Summer-L1-G1,Quiz,5
Level One - Lesson 4 Assignment: Game Design Statement (1468),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 5 Assignment: Catch Game (1469),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 6 Assignment:Jumping Game (1471),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 7 Assignment: Virtual Pet (1473),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 9 Assignment: Development Progress Check-in  (1476),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 11 Assignment: Submit Final Version of Game with Purpose (1459),PAP-2022-Summer-L1-G1,Practice,30
Level Two - Lesson 1 Assignment: Value Propositions (1477),PAP-2022-Summer-L1-G1,Practice,10
Level Two - Lesson 4 Assignment: Classwork Repository (1481),PAP-2022-Summer-L1-G1,Practice,10
Level Two - Lesson 5 Assignment: My First Page (1482),PAP-2022-Summer-L1-G1,Practice,10
Level Two - Lesson 8 Assignment: Boxes (1488),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 15: Assignment (1464),PAP-2022-Summer-L1-G1,Practice,0
Level One - Lesson 11: Last Development Progress Check-In (1460),PAP-2022-Summer-L1-G1,Practice,10
Module 8 Discussion (1498),PAP-2022-Summer-L1-G1,Practice,0
Level One - Lesson 1 Assignment (1456),PAP-2022-Summer-L1-G1,Practice,0
Level One - Lesson 2 Assignment: Core Principles (1465),PAP-2022-Summer-L1-G1,Practice,0
Module 2 Assignment (1492),PAP-2022-Summer-L1-G1,Practice,0
Module 3 Assignment (1493),PAP-2022-Summer-L1-G1,Practice,0
Module 1 Discussion (1454),PAP-2022-Summer-L1-G1,Practice,0
Module 4 Assignment (1494),PAP-2022-Summer-L1-G1,Practice,0
Module 5 Assignment (1495),PAP-2022-Summer-L1-G1,Practice,0
Module 6 Assignment (1496),PAP-2022-Summer-L1-G1,Practice,0
Module 8 Assignment (1497),PAP-2022-Summer-L1-G1,Practice,0
Module 9 Assignment (1499),PAP-2022-Summer-L1-G1,Practice,0
Module 10 Assignment (1489),PAP-2022-Summer-L1-G1,Practice,0
Level Two - Lesson 2 Assignment: Value Propositions (1479),PAP-2022-Summer-L1-G1,Practice,10
Level One - Lesson 3 Assignment: Moveable Objects (1466),PAP-2022-Summer-L1-G1,Practice,10
Draft Paper (1455),PAP-2022-Summer-L1-G1,Practice,50
Level Two - Lesson 6 Assignment: "My Style" First Page (1486),PAP-2022-Summer-L1-G1,Practice,10
Level Two - Lesson 7 Assignment: Formatting a Poem (1487),PAP-2022-Summer-L1-G1,Practice,10
Module 11 Assignment (1490),PAP-2022-Summer-L1-G1,Practice,0
Level Two - Lesson 1 Assignment: Value Propositions (1507),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 2 Assignment: Value Propositions (1509),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 3 Assignment: Terminus Quiz (1510),PAP-2022-Summer-L2-G2,Quiz,10
Level Two - Lesson 4 Assignment: Classwork Repository (1511),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 5 Assignment: My First Page (1512),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 6 Assignment: "My Style" First Page (1513),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 7 Assignment: Formatting a Poem (1514),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 8 Assignment: Boxes (1515),PAP-2022-Summer-L2-G2,Practice,10
Level Two - Lesson 7 Quiz: Formatting Text (1504),PAP-2022-Summer-L2-G2,Quiz,10
Level Two-Lesson 5 Quiz: Intro To HTML (1503),PAP-2022-Summer-L2-G2,Quiz,10
Level Two - Lesson 6 Quiz: Intro to CSS (1501),PAP-2022-Summer-L2-G2,Quiz,10
Level Two - Lesson 8 Quiz: The Box Model (1506),PAP-2022-Summer-L2-G2,Quiz,10
Level Two - Lesson 9 Quiz: Layout (1502),PAP-2022-Summer-L2-G2,Quiz,10
Level Two-Lesson 12: Final Exam (1505),PAP-2022-Summer-L2-G2,Exam,40
Level Two - Lesson 13 Assignment: Final Project (1619),PAP-2022-Summer-L2-G2,Practice,75
Level Three - Lesson 12: Quiz (1584),PAP-2022-Summer-L3-G2,Quiz,0
Level Three- Lesson 2 Assignment: Brainstorm (1593),PAP-2022-Summer-L3-G2,Practice,10
Level Three- Lesson 3 Assignment: Design Statement (1594),PAP-2022-Summer-L3-G2,Practice,10
Level Three- Lesson 4 Assignment: Website Analysis (1596),PAP-2022-Summer-L3-G2,Practice,10
Level Three- Lesson 6 Assignment: WIreframe/Prototype (1598),PAP-2022-Summer-L3-G2,Practice,20
Level Three- Lesson 7 Assignment: Project Plan (1599),PAP-2022-Summer-L3-G2,Practice,10
Level Three - Lesson 8: Quiz (1577),PAP-2022-Summer-L3-G2,Quiz,10
Level Three- Lesson 13 Assignment:  Presentation & Live Website (1590),PAP-2022-Summer-L3-G2,Practice,120
Group Project Description (1636),PAP-2022-Summer-L3-G2,Practice,120
Part 1: Make the phone version first (1616),PAP-2022-Summer-L4-G3,Practice,0
Part 2: Add the desktop menu (1617),PAP-2022-Summer-L4-G3,Practice,0
Level 4: Add flex content  (1618),PAP-2022-Summer-L4-G3,Practice,0
Guest List (1624),PAP-2022-Summer-L4-G3,Practice,0
Level Four- Lesson 1 Assignment:   (1536),PAP-2022-Summer-L4-G3,Practice,0
Level Four - Lesson 1: Quiz (1528),PAP-2022-Summer-L4-G3,Quiz,0
Level Four - Lesson 2: Quiz (1530),PAP-2022-Summer-L4-G3,Quiz,0
Level Four- Lesson 2 Assignment: Create an iframe (1544),PAP-2022-Summer-L4-G3,Practice,20
Level Four- Lesson 10 Assignment 1: Create a Counter  (1537),PAP-2022-Summer-L4-G3,Practice,20
Level Four- Lesson 12 Assignment:   (1540),PAP-2022-Summer-L4-G3,Practice,0
Level Four- Lesson 10 Assignment 2: Color Picker (1538),PAP-2022-Summer-L4-G3,Practice,20
Level Four- Lesson 10 Assignment 3: Generate Quotes (1539),PAP-2022-Summer-L4-G3,Practice,0
Assignment - Skills Self-Evaluation and Goal Setting (2365),PAP-2022-Fall-L1-G1,Practice,10
Assignment - Set up your email and accounts (2362),PAP-2022-Fall-L1-G1,Practice,10
Assignment - Digital Literacy Evaluation (2378),PAP-2022-Fall-L1-G1,Practice,5
L1-1: Assignment - Fill out the DSFA Student profile form (2434),PAP-2022-Fall-L1-G1,Practice,10
L1-2: Assignment - Core Principles (2379),PAP-2022-Fall-L1-G1,Practice,10
L1-3: Assignment - Moveable Objects (2380),PAP-2022-Fall-L1-G1,Practice,10
L1-4: Assignment - Game Design Statement (2381),PAP-2022-Fall-L1-G1,Practice,10
L1-5: Assignment - Catch Game (2382),PAP-2022-Fall-L1-G1,Practice,10
L1-6: Assignment - Jumping Game (2383),PAP-2022-Fall-L1-G1,Practice,10
L1-7: Assignment - Maze Game (2384),PAP-2022-Fall-L1-G1,Practice,10
L1-8: Assignment - Development Progress Check-in #1 (2385),PAP-2022-Fall-L1-G1,Practice,10
L1-9: Assignment - Development Progress Check-in #2 (2386),PAP-2022-Fall-L1-G1,Practice,10
L1-10: Assignment - User Research (2370),PAP-2022-Fall-L1-G1,Practice,10
L1-11: Assignment - Development Progress Check-in #3 (2371),PAP-2022-Fall-L1-G1,Practice,10
L1-11: Assignment - Submit Final Version of Game with Purpose (2372),PAP-2022-Fall-L1-G1,Practice,30
L1-12: Assignment - Final Presentation (2373),PAP-2022-Fall-L1-G1,Practice,20
L1-12: Assignment - Fill out the DSFA Student project form (2433),PAP-2022-Fall-L1-G1,Practice,10
Instructor Assignment - Narrative Evaluation (2369),PAP-2022-Fall-L1-G1,Practice,0
Assignment - End-of-course Tech Skills Self-evaluation (2364),PAP-2022-Fall-L1-G1,Practice,10
L1-1: Quiz (2359),PAP-2022-Fall-L1-G1,Quiz,5
L1-3: Quiz (2354),PAP-2022-Fall-L1-G1,Quiz,5
L1-5: Quiz (2356),PAP-2022-Fall-L1-G1,Quiz,5
L1-6: Quiz (2360),PAP-2022-Fall-L1-G1,Quiz,5
L1-7: Quiz (2357),PAP-2022-Fall-L1-G1,Quiz,5
L1-12: Final Exam (Game Dev Only) (2355),PAP-2022-Fall-L1-G1,Exam,15
Move spaceship (2388),PAP-2022-Fall-L1-G1,Practice,0
Make the laser fire (2387),PAP-2022-Fall-L1-G1,Practice,0
Create and move the asteroids (2367),PAP-2022-Fall-L1-G1,Practice,10
Level Two - Lesson 13 Assignment: Final Project (2432),PAP-2022-Fall-L2-G2,Practice,75
Assignment - Set up your email and accounts (2309),PAP-2022-Fall-L2-G2,Practice,10
Assignment - Tech Skills Self-evaluation (2312),PAP-2022-Fall-L2-G2,Practice,10
Assignment - Set up your email and accounts (2310),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 1 Assignment: Value Propositions (2314),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 2 Assignment: Value Propositions (2316),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 3 Assignment: Terminus Quiz (2317),PAP-2022-Fall-L2-G2,Quiz,10
Level Two - Lesson 4 Assignment: Classwork Repository (2318),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 5 Assignment: My First Page (2319),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 6 Assignment: "My Style" First Page (2320),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 7 Assignment: Formatting a Poem (2321),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 8 Assignment: Boxes (2322),PAP-2022-Fall-L2-G2,Practice,10
Level Two - Lesson 7 Quiz: Formatting Text (2304),PAP-2022-Fall-L2-G2,Quiz,10
Level Two-Lesson 5 Quiz: Intro To HTML (2308),PAP-2022-Fall-L2-G2,Quiz,10
Level Two - Lesson 6 Quiz: Intro to CSS (2307),PAP-2022-Fall-L2-G2,Quiz,10
Level Two - Lesson 8 Quiz: The Box Model (2303),PAP-2022-Fall-L2-G2,Quiz,10
Level Two - Lesson 9 Quiz: Layout (2306),PAP-2022-Fall-L2-G2,Quiz,10
Level Two-Lesson 12: Final Exam (2305),PAP-2022-Fall-L2-G2,Exam,40
Level Two - Lesson 12: Cumulative Resource Response (2315),PAP-2022-Fall-L2-G2,Practice,0
UX Planning & Brainstorming (2435),PAP-2022-Fall-L4-G3,Practice,25
Project Research Phase (2436),PAP-2022-Fall-L4-G3,Practice,25
Level Four - Lesson 10 The DOM: Quiz (2399),PAP-2022-Fall-L4-G3,Quiz,10
Level Four - Lesson 9: Quiz (2405),PAP-2022-Fall-L4-G3,Quiz,25
Level Four- Lesson 9: Assignment 1: Array Iteration (2418),PAP-2022-Fall-L4-G3,Practice,20
Level Four Lesson 10: Assignment 1: Team Projects Design (2437),PAP-2022-Fall-L4-G3,Practice,25
Level Four Lesson 10 Assignment 2: the DOM (2476),PAP-2022-Fall-L4-G3,Practice,25
Level Four Lesson 11 Assignment 1: Conditional Statements (2477),PAP-2022-Fall-L4-G3,Practice,25
Level Four Lesson 11 Assignment 2: Team Repos & Git Branching (2479),PAP-2022-Fall-L4-G3,Practice,25
Level Four - Final Presenation Slide Deck (2480),PAP-2022-Fall-L4-G3,Practice,25
Level Four Final Project (2481),PAP-2022-Fall-L4-G3,Practice,25
Level Four Lesson 12 Assignment 1: Events Music Project (2482),PAP-2022-Fall-L4-G3,Practice,25
Assignment - Set up your email and accounts (2411),PAP-2022-Fall-L4-G3,Practice,10
Level Four  Quiz 1 (2394),PAP-2022-Fall-L4-G3,Quiz,20
Level Four - Lesson 2: Quiz (2410),PAP-2022-Fall-L4-G3,Quiz,0
Class Participation:  Stand-Up presentations (2426),PAP-2022-Fall-L4-G3,Practice,20
Level Four - Lesson 2: Quiz  (2402),PAP-2022-Fall-L4-G3,Quiz,20
Assignment - End-of-course Tech Skills Self-evaluation (2412),PAP-2022-Fall-L4-G3,Practice,10
Level Four- Objects lesson (2424),PAP-2022-Fall-L4-G3,Practice,0
Level Four- Lesson 8 Assignment:  Arrays Exercise (2417),PAP-2022-Fall-L4-G3,Practice,20
Level Four - Lesson 11 Quiz (2401),PAP-2022-Fall-L4-G3,Quiz,10
Level 4 Project Planning Phase (2416),PAP-2022-Fall-L4-G3,Practice,30
Assignment - Set up your email and accounts (2550),PAP-2023-Winter-L2-G1,Practice,10
Assignment - Tech Skills Self-evaluation (2556),PAP-2023-Winter-L2-G1,Practice,10
Level Two - Lesson 1 Assignment: Value Propositions (2558),PAP-2023-Winter-L2-G1,Practice,10
Level Two - Lesson 2 Assignment: Value Propositions (2562),PAP-2023-Winter-L2-G1,Practice,10
!!Level Two - Lesson 3 Assignment: Terminus Quiz (2553),PAP-2023-Winter-L2-G1,Quiz,10
Level Two - Lesson 4 Assignment: Classwork Repository (2563),PAP-2023-Winter-L2-G1,Practice,10
**Level Two - Lesson 5 Assignment: My First Page (2554),PAP-2023-Winter-L2-G1,Practice,10
Level Two-Lesson 5 Quiz: Intro To HTML (2544),PAP-2023-Winter-L2-G1,Quiz,10
Level Two - Lesson 6 Assignment: "My Style" First Page (2565),PAP-2023-Winter-L2-G1,Practice,10
Level Two - Lesson 6 Quiz: Intro to CSS (2545),PAP-2023-Winter-L2-G1,Quiz,10
Level Two - Lesson 7 Assignment: Formatting a Poem (2566),PAP-2023-Winter-L2-G1,Practice,10
Level Two - Lesson 7 Quiz: Formatting Text (2546),PAP-2023-Winter-L2-G1,Quiz,10
!!!Level Two - Lesson 8 Assignment: Boxes (2552),PAP-2023-Winter-L2-G1,Practice,10
Level Two - Lesson 8 Quiz: The Box Model (2547),PAP-2023-Winter-L2-G1,Quiz,10
Level Two - Lesson 9 Quiz: Layout (2548),PAP-2023-Winter-L2-G1,Quiz,10
Level Two - Lesson 12: Cumulative Resource Response (2559),PAP-2023-Winter-L2-G1,Practice,0
Level Two-Lesson 12: Final Exam (2549),PAP-2023-Winter-L2-G1,Exam,40
Level Two - Lesson 13 Assignment: Final Project (2560),PAP-2023-Winter-L2-G1,Practice,75
Assignment - End-of-course Tech Skills Self-evaluation (2555),PAP-2023-Winter-L2-G1,Practice,10
Assignment - Set up your email and accounts (2551),PAP-2023-Winter-L2-G1,Practice,10
Level Three - Lesson 8 Assignment: Github Portfolio Site (2573),PAP-2023-Winter-L3-G2,Practice,10
Level Three - DSFA Profile Submission (2585),PAP-2023-Winter-L3-G2,Practice,0
Level Three - Final Project (2586),PAP-2023-Winter-L3-G2,Practice,20
Assignment - Tech Skills Self-evaluation (2529),PAP-2023-Winter-L3-G2,Practice,10
Assignment - Set up your email and accounts (2527),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 2 Assignment: Brainstorm (2535),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 3 Assignment: Design Statement (2536),PAP-2023-Winter-L3-G2,Practice,0
Level Three- Lesson 4 Assignment: Website Analysis (2538),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 5 Assignment: User Journey (2539),PAP-2023-Winter-L3-G2,Practice,10
Level Three - Lesson 10: Quiz Course Recap Git-Brainstorm-UX-PM (2520),PAP-2023-Winter-L3-G2,Quiz,10
Level Three- Lesson 6 Assignment: Prototype (2540),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 7 Assignment: Project Plan (2541),PAP-2023-Winter-L3-G2,Practice,20
Level Three- Lesson 9 Assignment: Make a Survey (2542),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 13 Assignment:  Presentation Lab Time (2532),PAP-2023-Winter-L3-G2,Practice,20
Assignment - End-of-course Tech Skills Self-evaluation (2528),PAP-2023-Winter-L3-G2,Practice,10
Level Three- Lesson 3 Assignment: Value Proposition (2537),PAP-2023-Winter-L3-G2,Practice,10
L1 Python Lesson 01: In-class Assignment (2717),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 01: Practice Session (2718),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 01: Quiz (2719),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 02: In-class Assignment (2723),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 02: Practice Session (2724),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 02: Quiz (2725),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 03: In-class Assignment (2727),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 03: Practice Session (2728),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 03: Quiz (2729),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 04: In-class Assignment (2731),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 04: Practice Session (2732),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 04: Quiz (2733),PAP-2023-Spring-L1-G1,Quiz,22
L1 Python Lesson 05: In-class Assignment (2737),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 05: Practice Session (2738),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 05: Quiz (2739),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 06: In-class Assignment (2758),PAP-2023-Spring-L1-G1,Practice,50
L1 Python Lesson 06: Practice Session (2759),PAP-2023-Spring-L1-G1,Practice,50
L1 Python Lesson 07: In-class Assignment (2763),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 07: Practice Session (2764),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 07: Quiz (2765),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 08: In-class Assignment (2766),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 08: Practice Session (2767),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 08: Quiz (2768),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 09: In-class Assignment (2771),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 09: Practice Session (2772),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 09: Quiz (2773),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 10: In-class Assignment (2774),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 10: Practice Session (2775),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 10: Quiz (2780),PAP-2023-Spring-L1-G1,Quiz,20
L1 Python Lesson 11: In-class Assignment (2778),PAP-2023-Spring-L1-G1,Practice,60
L1 Python Lesson 11: Practice Session (2779),PAP-2023-Spring-L1-G1,Practice,40
L1 Python Lesson 12: In-class Assignment (2782),PAP-2023-Spring-L1-G1,Practice,80
L1 Python Lesson 12: Practice Session (2783),PAP-2023-Spring-L1-G1,Practice,20
L1 Python Lesson 13: In-class Assignment (2804),PAP-2023-Spring-L1-G1,Practice,100
L1 Python Final Project: Getting Started & Game Design (2805),PAP-2023-Spring-L1-G1,Practice,100
Student Profile content for CFA website (2806),PAP-2023-Spring-L1-G1,Practice,0
L1 Python Final Project: Team Presentation (2807),PAP-2023-Spring-L1-G1,Practice,50
L1 Python Final Project: Final Team Game Project (2809),PAP-2023-Spring-L1-G1,Practice,50
L1 Python: Self Tech Eval & Survey (2810),PAP-2023-Spring-L1-G1,Practice,0
UX Planning & Brainstorming (2628),PAP-2023-Spring-L4-G2,Practice,25
Project Research Phase (2605),PAP-2023-Spring-L4-G2,Practice,25
Level Four - Lesson 8: Quiz Arrays (2587),PAP-2023-Spring-L4-G2,Quiz,25
Level Four - Lesson 11 The DOM: Quiz (2604),PAP-2023-Spring-L4-G2,Quiz,10
Level Four- Lesson 9: Assignment 1: Loops (2626),PAP-2023-Spring-L4-G2,Practice,20
Level Four Lesson 11: Assignment 1: Team Projects Design (2616),PAP-2023-Spring-L4-G2,Practice,25
Level Four Lesson 11 Assignment 2: the DOM (2615),PAP-2023-Spring-L4-G2,Practice,25
